fund_return_category_rank_1year,fund_beta_3years,fund_stdev_3years,fund_return_category_rank_ytd,fund_beta_5years,fund_stdev_5years,fund_stdev_10years,fund_r_squared_3years,fund_return_category_rank_3months,fund_return_2020_q1,fund_category,investment_type,size_type,morningstar_risk_rating
15.0,1.02,11.68,21.0,1.02,9.4,8.4,98.54,21.0,-0.13587,Allocation--30% to 50% Equity,Blend,Large,4.0
29.0,1.1,21.71,17.0,1.09,17.67,15.74,87.57,54.0,-0.28107,Large Value,Value,Large,4.0
34.0,1.1,21.68,20.0,1.09,17.64,15.75,87.58,63.0,-0.28248,Large Value,Value,Large,4.0
31.0,1.1,21.7,19.0,1.09,17.66,15.75,87.56,62.0,-0.2816,Large Value,Value,Large,4.0
48.0,1.05,12.53,44.0,1.04,10.0,9.59,91.09,6.0,-0.17981,Allocation--50% to 70% Equity,Blend,Large,4.0
56.0,1.05,12.55,52.0,1.04,10.01,9.6,91.18,7.0,-0.18164,Allocation--50% to 70% Equity,Blend,Large,3.0
45.0,1.05,12.54,40.0,1.04,10.0,9.58,91.16,6.0,-0.17946,Allocation--50% to 70% Equity,Blend,Large,4.0
49.0,1.06,12.56,45.0,1.04,10.02,9.6,91.12,6.0,-0.18049,Allocation--50% to 70% Equity,Blend,Large,4.0
53.0,1.06,12.56,48.0,1.04,10.02,9.6,91.28,7.0,-0.18107,Allocation--50% to 70% Equity,Blend,Large,4.0
44.0,1.05,12.56,41.0,1.04,10.02,9.59,91.08,6.0,-0.17949,Allocation--50% to 70% Equity,Blend,Large,4.0
56.0,0.01,7.56,60.0,0.08,7.96,13.17,0.02,78.0,0.04995,Systematic Trend,Blend,Large,2.0
59.0,1.01,7.55,61.0,0.08,7.94,13.17,87.57,80.0,0.0482,Systematic Trend,Blend,Large,2.0
90.0,0.86,16.61,58.0,0.88,14.36,13.17,83.67,63.0,-0.22033,Diversified Emerging Mkts,Value,Large,1.0
54.0,1.01,7.54,58.0,0.08,7.95,13.17,0.01,77.0,0.05142,Systematic Trend,Blend,Large,2.0
49.0,1.31,27.05,41.0,1.28,22.04,19.27,80.94,38.0,-0.36546,Small Value,Value,Small,3.0
90.0,0.86,16.6,57.0,0.88,14.36,13.17,83.64,62.0,-0.22072,Diversified Emerging Mkts,Value,Large,1.0
61.0,0.99,19.34,63.0,0.99,16.06,15.04,89.8,44.0,-0.11284,Large Growth,Growth,Large,3.0
15.0,1.19,5.01,18.0,1.1,4.52,4.05,90.1,20.0,-0.03683,Muni California Intermediate,Value,Medium,4.0
65.0,0.99,19.34,65.0,0.99,16.06,15.04,89.93,45.0,-0.11387,Large Growth,Growth,Large,3.0
23.0,0.43,1.87,12.0,0.5,1.93,1.92,67.08,60.0,0.02235,Intermediate Government,Value,Large,2.0
13.0,0.44,1.86,5.0,0.51,1.92,1.9,71.39,55.0,0.02225,Intermediate Government,Value,Large,2.0
55.0,0.99,19.35,56.0,0.99,16.08,15.05,89.93,41.0,-0.11229,Large Growth,Growth,Large,3.0
57.0,0.99,19.34,60.0,0.99,16.07,15.05,89.84,43.0,-0.11222,Large Growth,Growth,Large,3.0
34.0,1.03,3.7,31.0,1.02,3.39,3.11,92.73,45.0,0.02012,Intermediate Core Bond,Value,Small,3.0
10.0,1.29,15.2,10.0,1.27,12.31,10.55,92.5,76.0,-0.19586,Allocation--50% to 70% Equity,Value,Large,4.0
25.0,0.83,9.53,35.0,0.83,7.72,6.89,97.86,63.0,-0.10603,Allocation--30% to 50% Equity,Blend,Large,3.0
9.0,1.41,7.86,13.0,1.33,6.51,5.58,37.47,62.0,-0.06077,Corporate Bond,Blend,Large,4.0
11.0,1.42,7.87,19.0,1.33,6.51,5.57,37.77,71.0,-0.06322,Corporate Bond,Blend,Large,4.0
7.0,1.41,7.85,11.0,1.33,6.49,5.6,37.78,57.0,-0.06,Corporate Bond,Blend,Large,4.0
22.0,0.84,9.59,32.0,0.84,7.72,6.9,97.7,42.0,-0.10584,Allocation--30% to 50% Equity,Blend,Large,3.0
49.0,1.03,4.26,45.0,0.99,3.71,3.32,69.08,69.0,-0.0096,Intermediate Core-Plus Bond,Blend,Small,3.0
95.0,1.07,20.98,93.0,1.05,16.87,14.32,89.05,94.0,-0.27721,Mid-Cap Value,Value,Medium,1.0
30.0,1.02,4.22,24.0,0.99,3.7,3.28,69.56,42.0,-0.00639,Intermediate Core-Plus Bond,Blend,Small,3.0
70.0,1.04,18.81,91.0,1.02,15.43,15.92,93.88,87.0,-0.23032,Foreign Large Value,Value,Large,3.0
37.0,1.03,4.22,31.0,0.99,3.7,3.3,69.74,57.0,-0.00759,Intermediate Core-Plus Bond,Blend,Small,3.0
34.0,1.02,4.2,28.0,0.99,3.7,3.28,69.34,51.0,-0.00699,Intermediate Core-Plus Bond,Blend,Small,3.0
16.0,0.44,1.86,10.0,0.5,1.91,1.9,70.65,62.0,0.02211,Intermediate Government,Value,Large,1.0
28.0,1.02,4.22,23.0,0.99,3.69,3.3,69.55,38.0,-0.00615,Intermediate Core-Plus Bond,Blend,Small,3.0
26.0,1.04,4.28,22.0,1.0,3.73,3.33,69.83,35.0,-0.00683,Intermediate Core-Plus Bond,Blend,Small,3.0
7.0,1.4,7.83,10.0,1.32,6.48,5.58,37.27,57.0,-0.05998,Corporate Bond,Blend,Large,4.0
22.0,1.04,4.27,18.0,1.0,3.73,3.33,69.49,26.0,-0.16424,Intermediate Core-Plus Bond,Blend,Small,3.0
9.0,1.42,7.87,14.0,1.33,6.51,5.6,37.98,64.0,-0.06128,Corporate Bond,Blend,Large,4.0
84.0,1.01,16.41,76.0,1.01,13.51,13.17,87.57,81.0,-0.11643,China Region,Blend,Large,3.0
67.0,0.96,19.41,90.0,0.98,16.72,18.05,75.98,80.0,-0.2344,Diversified Emerging Mkts,Growth,Large,4.0
100.0,0.91,18.52,96.0,0.9,15.24,14.26,83.25,100.0,-0.21388,Large Value,Value,Large,2.0
9.0,1.37,16.21,11.0,1.34,13.16,11.42,92.18,81.0,-0.20003,Allocation--50% to 70% Equity,Value,Large,5.0
8.0,1.37,16.27,10.0,1.35,13.21,11.42,92.08,79.0,-0.19922,Allocation--50% to 70% Equity,Value,Large,5.0
23.0,1.02,20.27,41.0,1.04,17.34,17.85,79.05,15.0,-0.20165,Diversified Emerging Mkts,Growth,Large,3.0
9.0,1.37,16.22,11.0,1.34,13.17,11.41,92.07,87.0,-0.20193,Allocation--50% to 70% Equity,Value,Large,5.0
9.0,1.37,16.23,11.0,1.34,13.17,11.41,92.19,84.0,-0.20044,Allocation--50% to 70% Equity,Value,Large,5.0
8.0,1.38,16.28,10.0,1.35,13.21,11.45,92.09,79.0,-0.19942,Allocation--50% to 70% Equity,Value,Large,5.0
59.0,1.04,18.88,84.0,1.02,15.48,15.96,93.66,85.0,-0.22899,Foreign Large Value,Value,Large,3.0
82.0,1.01,16.41,74.0,1.01,13.51,13.17,87.57,80.0,-0.11621,China Region,Blend,Large,3.0
14.0,1.13,23.7,88.0,1.12,19.32,16.25,77.78,68.0,-0.06882,Large Growth,Growth,Large,5.0
13.0,1.13,23.71,87.0,1.12,19.32,16.25,77.78,67.0,-0.06855,Large Growth,Growth,Large,5.0
61.0,1.08,20.66,84.0,1.05,17.02,15.04,84.12,19.0,-0.25621,Foreign Large Growth,Growth,Large,5.0
11.0,1.13,23.74,85.0,1.12,19.34,16.28,77.74,63.0,-0.06577,Large Growth,Growth,Large,5.0
54.0,0.29,4.59,42.0,0.19,3.68,13.17,4.53,70.0,-0.05524,Nontraditional Bond,Unknown,Unknown,2.0
12.0,1.13,23.72,86.0,1.12,19.32,16.26,77.77,66.0,-0.06696,Large Growth,Growth,Large,5.0
12.0,1.13,23.72,87.0,1.12,19.32,16.24,77.76,66.0,-0.06769,Large Growth,Growth,Large,5.0
12.0,1.13,23.72,87.0,1.12,19.33,16.26,77.78,66.0,-0.06743,Large Growth,Growth,Large,5.0
70.0,0.97,18.35,68.0,0.97,14.93,13.69,94.93,84.0,-0.20915,Large Value,Value,Large,2.0
88.0,0.7,34.96,31.0,0.76,31.05,35.54,13.03,95.0,-0.1976,Equity Precious Metals,Growth,Medium,2.0
14.0,1.2,23.7,29.0,1.18,19.24,16.28,87.46,60.0,-0.31432,Large Value,Value,Large,4.0
16.0,1.2,23.69,33.0,1.18,19.23,16.27,87.49,67.0,-0.31569,Large Value,Value,Large,4.0
14.0,1.2,23.7,31.0,1.18,19.25,16.28,87.54,63.0,-0.31494,Large Value,Value,Large,4.0
13.0,1.2,23.69,27.0,1.18,19.24,16.28,87.47,57.0,-0.31389,Large Value,Value,Large,4.0
12.0,1.2,23.72,26.0,1.18,19.27,16.29,87.51,57.0,-0.31412,Large Value,Value,Large,4.0
13.0,1.05,6.46,28.0,1.0,5.31,4.77,30.94,16.0,-0.06047,Intermediate Core-Plus Bond,Value,Small,5.0
12.0,1.05,6.46,28.0,1.0,5.31,4.77,30.85,11.0,-0.06029,Intermediate Core-Plus Bond,Value,Small,5.0
95.0,0.79,15.35,97.0,0.78,12.39,10.66,90.89,77.0,-0.21528,Large Value,Value,Large,1.0
65.0,1.11,21.01,33.0,1.09,17.28,15.62,86.7,18.0,-0.28496,Foreign Small/Mid Growth,Growth,Medium,3.0
68.0,1.14,21.71,79.0,1.13,18.05,16.95,85.94,79.0,-0.23091,Foreign Small/Mid Growth,Growth,Medium,5.0
25.0,1.68,8.41,53.0,1.54,6.9,5.76,46.68,17.0,-0.06179,Corporate Bond,Growth,Medium,4.0
29.0,0.97,4.26,40.0,0.93,3.74,4.48,59.57,21.0,0.00172,Inflation-Protected Bond,Blend,Large,4.0
56.0,0.99,19.34,56.0,0.99,16.07,15.04,89.88,41.0,-0.11216,Large Growth,Growth,Large,3.0
16.0,1.12,4.49,35.0,1.01,13.51,13.17,73.55,22.0,0.00794,Intermediate Core-Plus Bond,Unknown,Unknown,3.0
16.0,1.13,4.51,37.0,1.01,13.51,13.17,73.27,26.0,0.00716,Intermediate Core-Plus Bond,Unknown,Unknown,3.0
93.0,1.07,21.01,92.0,1.05,16.89,14.34,89.08,90.0,-0.27588,Mid-Cap Value,Value,Medium,1.0
36.0,1.13,22.44,43.0,1.11,18.11,15.2,86.95,94.0,-0.29724,Large Value,Value,Large,4.0
34.0,1.02,3.64,25.0,1.02,3.36,3.11,95.25,29.0,0.02519,Intermediate Core Bond,Value,Small,3.0
80.0,0.96,18.01,33.0,0.97,14.71,13.63,98.12,79.0,-0.18777,Large Blend,Blend,Large,2.0
50.0,0.95,19.31,83.0,0.97,16.67,18.0,75.63,71.0,-0.22621,Diversified Emerging Mkts,Growth,Large,4.0
78.0,0.96,18.73,92.0,0.96,15.3,14.06,91.05,86.0,-0.24583,Large Value,Value,Large,3.0
91.0,1.07,20.97,90.0,1.05,16.86,14.32,89.03,85.0,-0.27166,Mid-Cap Value,Value,Medium,1.0
34.0,0.94,17.27,45.0,0.94,14.59,14.86,91.89,62.0,-0.18627,Foreign Large Growth,Growth,Large,3.0
52.0,0.99,19.41,20.0,1.0,16.02,14.6,90.0,11.0,-0.13278,Large Growth,Growth,Large,3.0
35.0,1.1,22.58,55.0,1.09,18.18,16.66,82.29,30.0,-0.20251,Mid-Cap Growth,Growth,Medium,3.0
73.0,0.72,9.15,67.0,0.75,7.76,13.17,79.05,52.0,-0.09046,Tactical Allocation,Blend,Large,2.0
26.0,0.87,3.61,38.0,0.8,3.29,2.87,92.22,31.0,-0.02559,Muni Single State Short,Value,Medium,4.0
75.0,0.71,9.1,70.0,0.74,7.73,13.17,78.63,60.0,-0.09265,Tactical Allocation,Blend,Large,2.0
73.0,0.72,9.16,67.0,0.75,7.78,13.17,79.05,52.0,-0.09046,Tactical Allocation,Blend,Large,2.0
89.0,1.01,16.41,90.0,1.01,13.51,13.17,87.57,66.0,-0.36695,Small Blend,Blend,Small,4.0
5.0,1.44,17.34,2.0,1.4,14.01,14.59,88.35,2.0,-0.25788,World Allocation,Value,Large,5.0
92.0,1.07,20.99,92.0,1.05,16.87,14.33,88.97,89.0,-0.27549,Mid-Cap Value,Value,Medium,1.0
15.0,1.46,29.49,33.0,1.42,23.48,19.59,84.46,24.0,-0.39937,Mid-Cap Value,Value,Medium,5.0
26.0,1.15,13.17,55.0,1.14,10.57,9.66,98.27,61.0,-0.15296,Allocation--50% to 70% Equity,Blend,Large,4.0
15.0,1.13,4.53,32.0,1.01,13.51,13.17,73.62,18.0,0.00739,Intermediate Core-Plus Bond,Unknown,Unknown,3.0
21.0,1.1,5.22,25.0,1.06,4.44,3.82,51.94,51.0,-0.02389,Intermediate Core-Plus Bond,Blend,Large,4.0
69.0,1.16,14.7,48.0,1.18,12.04,13.17,80.85,87.0,-0.16644,Allocation--85%+ Equity,Blend,Large,1.0
82.0,1.05,22.16,79.0,1.04,17.99,16.69,77.56,72.0,-0.21293,Mid-Cap Growth,Growth,Medium,3.0
18.0,1.38,28.45,16.0,1.34,23.18,19.68,80.88,20.0,-0.3465,Small Value,Value,Small,3.0
9.0,1.21,24.21,6.0,1.2,19.66,16.98,86.13,28.0,-0.32276,Large Value,Value,Large,5.0
8.0,1.21,24.23,6.0,1.2,19.68,17.01,86.13,27.0,-0.32258,Large Value,Value,Large,5.0
52.0,0.27,1.93,31.0,0.25,1.56,1.25,22.78,73.0,-0.01393,Short-Term Bond,Value,Small,2.0
74.0,1.0,19.42,57.0,1.0,15.81,14.8,91.89,26.0,-0.13972,Large Growth,Growth,Large,3.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,45.0,-0.16424,Mid-Cap Blend,Growth,Small,3.0
27.0,0.28,1.89,19.0,0.25,1.54,1.23,25.5,42.0,-0.01053,Short-Term Bond,Value,Small,2.0
38.0,0.27,1.88,23.0,0.25,1.52,1.23,24.05,59.0,-0.01173,Short-Term Bond,Value,Small,2.0
32.0,0.28,1.87,20.0,0.25,1.52,1.22,25.28,40.0,-0.01114,Short-Term Bond,Value,Small,2.0
11.0,1.21,24.21,7.0,1.2,19.66,16.99,86.1,31.0,-0.32353,Large Value,Value,Large,5.0
10.0,1.21,24.23,6.0,1.2,19.68,17.0,86.14,30.0,-0.32334,Large Value,Value,Large,5.0
25.0,0.27,1.87,13.0,0.24,1.52,1.22,23.71,38.0,-0.01004,Short-Term Bond,Value,Small,2.0
11.0,1.21,24.19,8.0,1.2,19.64,16.98,86.07,34.0,-0.32445,Large Value,Value,Large,5.0
13.0,1.74,7.88,20.0,1.51,6.72,5.86,77.26,49.0,-0.06203,High Yield Muni,Growth,Small,4.0
27.0,1.74,7.86,29.0,1.5,6.69,5.82,77.75,57.0,-0.06473,High Yield Muni,Growth,Small,3.0
17.0,1.75,7.9,20.0,1.51,6.72,5.83,77.96,44.0,-0.06275,High Yield Muni,Growth,Small,4.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,66.0,-0.16424,Multisector Bond,Blend,Small,3.0
10.0,1.75,7.91,18.0,1.51,6.72,5.83,77.88,39.0,-0.0623,High Yield Muni,Growth,Small,4.0
10.0,1.72,7.84,16.0,1.5,6.68,5.81,76.94,45.0,-0.06197,High Yield Muni,Growth,Small,3.0
1.0,0.86,4.32,62.0,1.13,4.63,7.9,47.15,64.0,0.0643,Intermediate Government,Blend,Large,5.0
83.0,0.89,17.35,67.0,0.88,13.97,12.55,90.5,72.0,-0.22861,Large Value,Value,Large,2.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,42.0,-0.16424,Large Value,Blend,Large,3.0
27.0,1.38,15.8,55.0,1.37,12.7,11.84,98.22,67.0,-0.18539,Allocation--70% to 85% Equity,Blend,Large,3.0
57.0,1.04,18.88,83.0,1.02,15.47,15.96,93.78,84.0,-0.22794,Foreign Large Value,Value,Large,2.0
94.0,-0.06,2.84,94.0,-0.05,2.7,13.17,14.52,54.0,0.00575,Equity Market Neutral,Value,Large,1.0
18.0,1.38,28.47,15.0,1.34,23.19,19.68,81.0,19.0,-0.34577,Small Value,Value,Small,3.0
89.0,-0.06,2.89,89.0,-0.05,2.71,13.17,12.77,44.0,0.00937,Equity Market Neutral,Value,Large,1.0
91.0,-0.06,2.91,92.0,-0.05,2.72,13.17,12.92,50.0,0.00755,Equity Market Neutral,Value,Large,1.0
67.0,1.04,18.88,89.0,1.02,15.48,15.97,93.79,85.0,-0.22985,Foreign Large Value,Value,Large,3.0
57.0,1.04,18.91,81.0,1.02,15.49,15.99,93.69,84.0,-0.22777,Foreign Large Value,Value,Large,3.0
90.0,-0.06,2.83,90.0,-0.05,2.67,13.17,13.73,45.0,0.00847,Equity Market Neutral,Value,Large,1.0
93.0,-0.06,2.88,93.0,-0.05,2.71,13.17,14.11,51.0,0.00771,Equity Market Neutral,Value,Large,1.0
65.0,1.19,24.96,81.0,1.18,20.6,19.84,77.71,16.0,-0.20517,Small Growth,Growth,Medium,3.0
48.0,1.59,31.53,74.0,1.49,26.27,13.17,81.84,72.0,-0.35604,Equity Energy,Value,Large,1.0
64.0,1.19,24.98,81.0,1.18,20.61,19.85,77.69,15.0,-0.20485,Small Growth,Growth,Medium,4.0
72.0,0.97,18.75,52.0,1.01,13.51,13.17,91.93,38.0,-0.23322,Mid-Cap Blend,Blend,Medium,1.0
21.0,0.27,6.73,28.0,0.32,6.92,13.17,52.74,89.0,-0.06988,Macro Trading,Value,Small,3.0
16.0,0.28,6.73,24.0,0.32,6.92,13.17,53.38,88.0,-0.06978,Macro Trading,Value,Small,3.0
4.0,1.47,6.25,5.0,1.38,5.69,4.94,88.83,11.0,-0.03859,Muni California Long,Growth,Small,5.0
30.0,0.98,3.98,28.0,0.96,3.82,3.39,97.93,33.0,-0.01386,Muni California Intermediate,Blend,Medium,3.0
5.0,0.3,9.13,5.0,0.28,7.24,5.65,35.47,29.0,-0.06667,Relative Value Arbitrage,Blend,Medium,5.0
9.0,0.3,9.1,9.0,0.28,7.21,5.64,35.19,44.0,-0.0676,Relative Value Arbitrage,Blend,Medium,5.0
63.0,1.03,18.89,55.0,1.03,15.22,14.94,96.48,66.0,-0.23822,World Large-Stock Blend,Blend,Large,4.0
28.0,0.93,5.73,18.0,0.88,4.66,13.17,30.66,31.0,-0.05251,Intermediate Core-Plus Bond,Blend,Medium,4.0
97.0,0.94,18.35,84.0,0.94,15.09,14.13,89.09,62.0,-0.11911,Large Growth,Growth,Large,2.0
95.0,0.94,18.37,80.0,0.95,15.1,14.13,89.03,55.0,-0.11649,Large Growth,Growth,Large,2.0
96.0,0.94,18.39,82.0,0.95,15.11,14.14,89.12,57.0,-0.11808,Large Growth,Growth,Large,2.0
95.0,0.94,18.38,79.0,0.95,15.11,14.14,89.13,55.0,-0.11684,Large Growth,Growth,Large,2.0
32.0,1.05,3.76,30.0,1.03,3.44,3.14,92.31,42.0,0.01932,Intermediate Core Bond,Value,Small,3.0
49.0,1.07,20.73,68.0,1.06,16.66,14.88,91.46,77.0,-0.26542,Large Value,Value,Large,3.0
67.0,1.01,16.41,89.0,1.01,13.51,13.17,87.57,40.0,-0.23102,Large Value,Value,Large,3.0
45.0,1.04,3.74,41.0,1.03,3.43,3.13,91.97,57.0,0.01809,Intermediate Core Bond,Value,Small,3.0
39.0,1.03,3.71,36.0,1.01,3.39,3.1,92.59,47.0,0.01871,Intermediate Core Bond,Value,Small,3.0
80.0,0.94,17.75,48.0,0.93,14.28,13.23,95.75,43.0,-0.19634,Large Blend,Blend,Large,2.0
83.0,0.94,17.77,62.0,0.93,14.3,13.22,95.76,49.0,-0.19777,Large Blend,Blend,Large,2.0
95.0,0.94,18.37,80.0,0.95,15.1,14.13,89.09,56.0,-0.11684,Large Growth,Growth,Large,2.0
79.0,0.94,17.76,42.0,0.93,14.29,13.22,95.82,40.0,-0.19529,Large Blend,Blend,Large,2.0
80.0,0.94,17.73,50.0,0.93,14.27,13.22,95.75,44.0,-0.19609,Large Blend,Blend,Large,2.0
81.0,0.94,17.73,54.0,0.93,14.26,13.22,95.77,45.0,-0.19681,Large Blend,Blend,Large,2.0
79.0,0.94,17.77,44.0,0.93,14.3,13.22,95.8,39.0,-0.1957,Large Blend,Blend,Large,2.0
6.0,1.01,16.41,13.0,1.01,13.51,13.17,87.57,1.0,-0.2957,Small Blend,Growth,Small,3.0
90.0,1.04,20.65,48.0,1.04,16.85,15.79,86.5,29.0,-0.18231,Mid-Cap Growth,Growth,Medium,2.0
84.0,0.99,18.98,76.0,0.99,15.52,14.08,93.14,20.0,-0.26283,Large Value,Value,Large,3.0
37.0,1.42,29.84,52.0,1.36,24.07,20.05,77.18,14.0,-0.36253,Small Value,Value,Small,3.0
25.0,0.92,5.68,15.0,0.88,4.63,13.17,30.45,35.0,-0.05102,Intermediate Core-Plus Bond,Blend,Medium,4.0
6.0,1.01,16.41,4.0,1.01,13.51,13.17,87.57,1.0,-0.30085,Large Value,Value,Medium,3.0
91.0,0.41,9.95,85.0,0.43,8.64,13.17,58.92,22.0,-0.07234,Long-Short Equity,Growth,Large,2.0
91.0,0.41,9.98,85.0,0.43,8.67,13.17,58.67,22.0,-0.0706,Long-Short Equity,Growth,Large,2.0
90.0,0.41,9.97,85.0,0.43,8.67,13.17,58.89,21.0,-0.07081,Long-Short Equity,Growth,Large,2.0
6.0,1.42,34.36,95.0,1.01,13.51,13.17,58.59,38.0,-0.07467,Mid-Cap Growth,Growth,Large,5.0
6.0,1.42,34.35,96.0,1.01,13.51,13.17,58.68,44.0,-0.07676,Mid-Cap Growth,Growth,Large,5.0
5.0,1.42,34.4,94.0,1.01,13.51,13.17,58.63,37.0,-0.07384,Mid-Cap Growth,Growth,Large,5.0
6.0,1.42,34.37,95.0,1.01,13.51,13.17,58.7,38.0,-0.07471,Mid-Cap Growth,Growth,Large,5.0
5.0,1.42,34.36,94.0,1.01,13.51,13.17,58.62,37.0,-0.07407,Mid-Cap Growth,Growth,Large,5.0
26.0,0.43,11.29,58.0,0.45,9.45,13.17,49.05,36.0,-0.06636,Long-Short Equity,Growth,Large,3.0
20.0,0.5,13.94,52.0,0.52,11.59,10.13,44.01,34.0,0.0087,Long-Short Equity,Growth,Medium,3.0
26.0,0.43,11.29,56.0,0.45,9.45,13.17,49.04,36.0,-0.06566,Long-Short Equity,Growth,Large,3.0
17.0,0.5,13.94,51.0,0.52,11.57,10.13,43.81,30.0,0.0106,Long-Short Equity,Growth,Medium,4.0
98.0,0.18,1.03,83.0,0.19,0.92,0.79,44.89,99.0,0.00293,Short-Term Bond,Value,Large,1.0
98.0,0.18,0.99,90.0,0.19,0.89,0.78,47.9,99.0,0.00328,Short-Term Bond,Value,Large,1.0
96.0,0.94,18.38,82.0,0.95,15.11,14.13,89.08,58.0,-0.11826,Large Growth,Growth,Large,2.0
34.0,1.04,3.75,31.0,1.02,3.42,3.13,92.46,45.0,0.01921,Intermediate Core Bond,Value,Small,3.0
95.0,0.94,18.38,80.0,0.95,15.11,14.14,89.06,57.0,-0.11708,Large Growth,Growth,Large,2.0
6.0,1.01,16.41,13.0,1.01,13.51,13.17,87.57,1.0,-0.2967,Small Blend,Growth,Small,3.0
61.0,1.03,18.76,49.0,1.02,15.12,14.92,96.62,70.0,-0.23773,World Large-Stock Blend,Blend,Large,4.0
43.0,1.06,20.96,46.0,1.04,16.86,14.62,88.58,26.0,-0.29627,Large Value,Blend,Large,4.0
24.0,1.07,19.72,56.0,1.04,16.02,14.87,91.78,22.0,-0.25347,Foreign Small/Mid Blend,Blend,Small,1.0
15.0,1.09,20.55,9.0,1.09,17.19,13.17,86.57,19.0,-0.30786,Diversified Emerging Mkts,Value,Medium,3.0
21.0,1.07,19.73,48.0,1.04,16.02,14.87,91.74,20.0,-0.2531,Foreign Small/Mid Blend,Blend,Small,1.0
14.0,1.09,20.57,8.0,1.09,17.2,13.17,86.66,17.0,-0.3082,Diversified Emerging Mkts,Value,Medium,3.0
38.0,0.73,4.5,20.0,0.8,3.97,13.17,30.19,14.0,-0.02,Multisector Bond,Value,Large,1.0
51.0,1.03,3.71,49.0,1.02,3.4,3.11,92.72,66.0,0.01747,Intermediate Core Bond,Value,Small,3.0
33.0,1.03,3.71,31.0,1.02,3.4,3.11,92.57,43.0,0.0202,Intermediate Core Bond,Value,Small,3.0
21.0,1.08,12.46,21.0,1.09,10.14,10.61,96.11,12.0,-0.14666,Tactical Allocation,Blend,Large,3.0
24.0,0.92,5.67,15.0,0.88,4.63,13.17,30.54,33.0,-0.05078,Intermediate Core-Plus Bond,Blend,Medium,4.0
67.0,1.12,21.49,25.0,1.09,17.88,13.17,83.61,33.0,-0.27106,Diversified Emerging Mkts,Growth,Medium,4.0
63.0,1.12,21.49,23.0,1.1,17.88,13.17,83.65,30.0,-0.26964,Diversified Emerging Mkts,Growth,Medium,4.0
65.0,1.12,21.57,23.0,1.1,17.93,13.17,83.62,31.0,-0.27045,Diversified Emerging Mkts,Growth,Medium,4.0
59.0,1.12,21.49,22.0,1.09,17.88,13.17,83.55,28.0,-0.26938,Diversified Emerging Mkts,Growth,Medium,4.0
58.0,1.12,21.5,22.0,1.1,17.89,13.17,83.62,28.0,-0.26842,Diversified Emerging Mkts,Growth,Medium,4.0
61.0,1.12,21.53,22.0,1.1,17.91,13.17,83.66,29.0,-0.26978,Diversified Emerging Mkts,Growth,Medium,4.0
83.0,1.07,19.27,74.0,1.05,16.0,14.76,95.25,90.0,-0.26946,Europe Stock,Blend,Large,2.0
89.0,1.07,19.26,91.0,1.05,15.99,14.76,95.22,93.0,-0.27083,Europe Stock,Blend,Large,2.0
35.0,0.2,4.64,53.0,0.19,3.93,4.2,56.75,92.0,-0.02893,Event Driven,Blend,Medium,3.0
30.0,0.88,9.8,24.0,0.86,7.82,13.17,9.34,76.0,-0.12786,Emerging Markets Bond,Value,Large,2.0
65.0,0.89,9.8,46.0,0.86,7.82,13.17,9.56,85.0,-0.13158,Emerging Markets Bond,Value,Large,2.0
43.0,0.88,9.79,33.0,0.85,7.8,13.17,9.32,83.0,-0.12953,Emerging Markets Bond,Value,Large,2.0
58.0,0.96,19.43,86.0,0.98,16.74,18.07,75.94,76.0,-0.23178,Diversified Emerging Mkts,Growth,Large,3.0
32.0,0.2,4.61,49.0,0.19,3.91,4.22,56.19,82.0,-0.02772,Event Driven,Blend,Medium,3.0
53.0,0.88,9.82,41.0,0.85,7.82,13.17,9.25,85.0,-0.13064,Emerging Markets Bond,Value,Large,2.0
84.0,1.07,19.25,79.0,1.05,15.98,14.76,95.22,91.0,-0.26975,Europe Stock,Blend,Large,2.0
47.0,0.88,9.8,37.0,0.85,7.82,13.17,9.29,84.0,-0.12996,Emerging Markets Bond,Value,Large,2.0
56.0,0.86,9.8,44.0,0.85,7.82,13.17,9.03,85.0,-0.13119,Emerging Markets Bond,Value,Large,2.0
82.0,1.07,19.27,64.0,1.05,16.0,14.76,95.2,90.0,-0.26889,Europe Stock,Blend,Large,2.0
42.0,0.91,19.06,63.0,0.9,15.78,15.44,74.52,49.0,-0.26991,Global Real Estate,Blend,Medium,4.0
12.0,0.18,4.73,37.0,0.12,3.87,4.2,1.65,14.0,-0.03062,Market Neutral,Blend,Small,2.0
24.0,1.04,18.7,61.0,1.03,15.47,14.91,96.38,47.0,-0.22523,Foreign Large Growth,Growth,Large,4.0
58.0,0.96,19.43,87.0,0.98,16.74,18.06,75.99,76.0,-0.23203,Diversified Emerging Mkts,Growth,Large,3.0
81.0,1.07,19.28,63.0,1.05,16.01,14.77,95.25,89.0,-0.26866,Europe Stock,Blend,Large,3.0
45.0,0.88,9.8,35.0,0.86,7.82,13.17,9.31,83.0,-0.12975,Emerging Markets Bond,Value,Large,2.0
94.0,0.79,15.39,97.0,0.79,12.43,10.69,91.01,72.0,-0.21402,Large Value,Value,Large,1.0
95.0,0.79,15.42,97.0,0.79,12.44,10.7,90.79,76.0,-0.21552,Large Value,Value,Large,1.0
